ANO_EJE,REGION,TIPO_GOBIERNO,TIPO_GOBIERNO_NOMBRE,SECTOR,SECTOR_NOMBRE,PLIEGO,PLIEGO_NOMBRE,SEC_EJEC,EJECUTORA,EJECUTORA_NOMBRE,ALMACEN,SEC_ALMACEN,NOMBRE_ALMACEN,TIPO_TRANSAC,NOMBRE_TIPO_TRANSACCION,NRO_MOVIMTO,NRO_ORDEN,PROVEEDOR,NOMBRE_PROVEEDOR,OBSERVACION,FECHA_MOVIMTO,MES_MOVIMTO,NOMBRE_MES,TIPO_USO,NRO_GUIA,NRO_FACTURA,ESTADO_KARDEX,FECHA_REG,DOCUM_CONFIRMA,FECHA_CONFIRMA,GLOSA,TIPO_BIEN,GRUPO_BIEN,NOMBRE_GRUPO,CLASE_BIEN,NOMBRE_CLASE,FAMILIA_BIEN,NOMBRE_FAMILIA,ITEM_BIEN,NOMBRE_ITEM,UNIDAD_MEDIDA,UNIDAD_MEDIDA_DESC,MARCA,NOMBRE_MARCA,CANT_ARTICULO,PRECIO_UNIT,VALOR_TOTAL
2020,LIMA,E,GOBIERNO NACIONAL,11,SALUD,11,M. DE SALUD,1686,146,DIRECCION DE REDES INTEGRADAS DE SALUD LIMA ESTE,2,0,ALMACEN PATRIMONIAL,4,NEA - DONACION,1,0,0,PATHFINDER INTERNATIONAL,RA N°046-2020-DA-DIRIS LE/MINSA,22-JUL-20,7,JULIO,C,1,RA N°046-2020,CON CONFORMIDAD,22-JUL-20,RA N°046-2020-DA-DIRISLE/MINSA,27-JUL-20,MINISTERIO DE SALUD,B,74,OFICINA,8,CÓMPUTO,8187,MONITOR PLANO,1,MONITOR PLANO,112,UNIDAD,6,ACER,1.0,650.0,650.0
2020,LIMA,E,GOBIERNO NACIONAL,11,SALUD,11,M. DE SALUD,1686,146,DIRECCION DE REDES INTEGRADAS DE SALUD LIMA ESTE,2,0,ALMACEN PATRIMONIAL,4,NEA - DONACION,1,0,0,PATHFINDER INTERNATIONAL,RA N°046-2020-DA-DIRIS LE/MINSA,22-JUL-20,7,JULIO,C,1,RA N°046-2020,CON CONFORMIDAD,22-JUL-20,RA N°046-2020-DA-DIRISLE/MINSA,27-JUL-20,MINISTERIO DE SALUD,B,74,OFICINA,8,CÓMPUTO,9950,UNIDAD CENTRAL DE PROCESO - CPU,1,UNIDAD CENTRAL DE PROCESO - CPU,112,UNIDAD,1653,ANTRYX,1.0,1907.22,1907.22
2020,LIMA,E,GOBIERNO NACIONAL,11,SALUD,11,M. DE SALUD,1686,146,DIRECCION DE REDES INTEGRADAS DE SALUD LIMA ESTE,2,0,ALMACEN PATRIMONIAL,4,NEA - DONACION,1,0,0,PATHFINDER INTERNATIONAL,RA N°046-2020-DA-DIRIS LE/MINSA,22-JUL-20,7,JULIO,C,1,RA N°046-2020,CON CONFORMIDAD,22-JUL-20,RA N°046-2020-DA-DIRISLE/MINSA,27-JUL-20,MINISTERIO DE SALUD,B,74,OFICINA,8,CÓMPUTO,9500,TECLADO - KEYBOARD,1,TECLADO - KEYBOARD,112,UNIDAD,1659,LOGITECH*,1.0,120.0,120.0
2020,LIMA,E,GOBIERNO NACIONAL,11,SALUD,11,M. DE SALUD,1686,146,DIRECCION DE REDES INTEGRADAS DE SALUD LIMA ESTE,2,0,ALMACEN PATRIMONIAL,4,NEA - DONACION,1,0,0,PATHFINDER INTERNATIONAL,RA N°046-2020-DA-DIRIS LE/MINSA,22-JUL-20,7,JULIO,C,1,RA N°046-2020,CON CONFORMIDAD,22-JUL-20,RA N°046-2020-DA-DIRISLE/MINSA,27-JUL-20,MINISTERIO DE SALUD,B,53,HOSPITALIZACIÓN,22,EQUIPO DE HOSPITALIZACIÓN ,5806,EQUIPO PARA DIAGNÓSTICO MOLECULAR,2,EQUIPO PARA DIAGNÓSTICO MOLECULAR,112,UNIDAD,1652,CEPHEID,1.0,88847.28,88847.28
2020,LIMA,E,GOBIERNO NACIONAL,11,SALUD,11,M. DE SALUD,1686,146,DIRECCION DE REDES INTEGRADAS DE SALUD LIMA ESTE,2,0,ALMACEN PATRIMONIAL,4,NEA - DONACION,1,0,0,PATHFINDER INTERNATIONAL,RA N°046-2020-DA-DIRIS LE/MINSA,22-JUL-20,7,JULIO,C,1,RA N°046-2020,CON CONFORMIDAD,22-JUL-20,RA N°046-2020-DA-DIRISLE/MINSA,27-JUL-20,MINISTERIO DE SALUD,B,74,OFICINA,8,CÓMPUTO,4100,IMPRESORA LÁSER,1,IMPRESORA LASER,112,UNIDAD,1387,  H P,1.0,599.0,599.0
2020,LIMA,E,GOBIERNO NACIONAL,11,SALUD,11,M. DE SALUD,1686,146,DIRECCION DE REDES INTEGRADAS DE SALUD LIMA ESTE,2,0,ALMACEN PATRIMONIAL,4,NEA - DONACION,1,0,0,PATHFINDER INTERNATIONAL,RA N°046-2020-DA-DIRIS LE/MINSA,22-JUL-20,7,JULIO,C,1,RA N°046-2020,CON CONFORMIDAD,22-JUL-20,RA N°046-2020-DA-DIRISLE/MINSA,27-JUL-20,MINISTERIO DE SALUD,B,74,OFICINA,8,CÓMPUTO,500,COMPUTADORA PERSONAL PORTATIL,1,COMPUTADORA PERSONAL PORTATIL,112,UNIDAD,1387,  H P,1.0,795.0,795.0
2020,LIMA,E,GOBIERNO NACIONAL,11,SALUD,11,M. DE SALUD,1686,146,DIRECCION DE REDES INTEGRADAS DE SALUD LIMA ESTE,2,0,ALMACEN PATRIMONIAL,4,NEA - DONACION,1,0,0,PATHFINDER INTERNATIONAL,RA N°046-2020-DA-DIRIS LE/MINSA,22-JUL-20,7,JULIO,C,1,RA N°046-2020,CON CONFORMIDAD,22-JUL-20,RA N°046-2020-DA-DIRISLE/MINSA,27-JUL-20,MINISTERIO DE SALUD,B,74,OFICINA,8,CÓMPUTO,6350,LECTORA DE CÓDIGO DE BARRAS,1,LECTORA DE CODIGO DE BARRAS,112,UNIDAD,1654,KCEAC,1.0,789.0,789.0
2020,LIMA,E,GOBIERNO NACIONAL,11,SALUD,11,M. DE SALUD,1686,146,DIRECCION DE REDES INTEGRADAS DE SALUD LIMA ESTE,2,0,ALMACEN PATRIMONIAL,4,NEA - DONACION,1,0,0,PATHFINDER INTERNATIONAL,RA N°046-2020-DA-DIRIS LE/MINSA,22-JUL-20,7,JULIO,C,1,RA N°046-2020,CON CONFORMIDAD,22-JUL-20,RA N°046-2020-DA-DIRISLE/MINSA,27-JUL-20,MINISTERIO DE SALUD,B,46,ELECTRICIDAD Y ELECTRÓNICA,22,EQUIPO DE ELECTRICIDAD Y ELECTRÓNICA,50,ACUMULADOR DE ENERGÍA - EQUIPO DE UPS,1,ACUMULADOR DE ENERGIA - EQUIPO DE UPS,112,UNIDAD,997,APC,1.0,1886.0,1886.0
2020,LIMA,E,GOBIERNO NACIONAL,11,SALUD,11,M. DE SALUD,1686,146,DIRECCION DE REDES INTEGRADAS DE SALUD LIMA ESTE,2,0,ALMACEN PATRIMONIAL,4,NEA - DONACION,1,0,0,PATHFINDER INTERNATIONAL,RA N°046-2020-DA-DIRIS LE/MINSA,22-JUL-20,7,JULIO,C,1,RA N°046-2020,CON CONFORMIDAD,22-JUL-20,RA N°046-2020-DA-DIRISLE/MINSA,27-JUL-20,MINISTERIO DE SALUD,B,60,INSTRUMENTO DE MEDICIÓN,22,EQUIPO INSTRUMENTOS DE MEDICIÓN ,8705,TEMPORIZADOR,1,TEMPORIZADOR,112,UNIDAD,1656,TRACEABLE,1.0,156.3,156.3
2020,LIMA,E,GOBIERNO NACIONAL,11,SALUD,11,M. DE SALUD,1686,146,DIRECCION DE REDES INTEGRADAS DE SALUD LIMA ESTE,2,0,ALMACEN PATRIMONIAL,4,NEA - DONACION,1,0,0,PATHFINDER INTERNATIONAL,RA N°046-2020-DA-DIRIS LE/MINSA,22-JUL-20,7,JULIO,C,1,RA N°046-2020,CON CONFORMIDAD,22-JUL-20,RA N°046-2020-DA-DIRISLE/MINSA,27-JUL-20,MINISTERIO DE SALUD,B,60,INSTRUMENTO DE MEDICIÓN,22,EQUIPO INSTRUMENTOS DE MEDICIÓN ,9215,TERMOHIGRÓMETRO,7,TERMOHIGROMETRO DIGITAL,112,UNIDAD,1655,EURETECH,1.0,87.06,87.06
2020,LIMA,E,GOBIERNO NACIONAL,11,SALUD,11,M. DE SALUD,1686,146,DIRECCION DE REDES INTEGRADAS DE SALUD LIMA ESTE,2,0,ALMACEN PATRIMONIAL,4,NEA - DONACION,1,0,0,PATHFINDER INTERNATIONAL,RA N°046-2020-DA-DIRIS LE/MINSA,22-JUL-20,7,JULIO,C,1,RA N°046-2020,CON CONFORMIDAD,22-JUL-20,RA N°046-2020-DA-DIRISLE/MINSA,27-JUL-20,MINISTERIO DE SALUD,B,46,ELECTRICIDAD Y ELECTRÓNICA,22,EQUIPO DE ELECTRICIDAD Y ELECTRÓNICA,9950,TRANSFORMADOR (MAYOR A 1/4 UIT),1,TRANSFORMADOR (MAYOR A 1/4 UIT),112,UNIDAD,1628,IEDA POWER/SAFE,1.0,998.87,998.87
2020,LIMA,E,GOBIERNO NACIONAL,11,SALUD,11,M. DE SALUD,1686,146,DIRECCION DE REDES INTEGRADAS DE SALUD LIMA ESTE,2,0,ALMACEN PATRIMONIAL,4,NEA - DONACION,1,0,0,PATHFINDER INTERNATIONAL,RA N°046-2020-DA-DIRIS LE/MINSA,22-JUL-20,7,JULIO,C,1,RA N°046-2020,CON CONFORMIDAD,22-JUL-20,RA N°046-2020-DA-DIRISLE/MINSA,27-JUL-20,MINISTERIO DE SALUD,B,53,HOSPITALIZACIÓN,22,EQUIPO DE HOSPITALIZACIÓN ,188,AGITADOR DE TUBOS,1,AGITADOR DE TUBOS,112,UNIDAD,1658,VELP,1.0,1395.51,1395.51
2020,LIMA,E,GOBIERNO NACIONAL,11,SALUD,11,M. DE SALUD,1686,146,DIRECCION DE REDES INTEGRADAS DE SALUD LIMA ESTE,3,0,ALMACEN ESPECIALIZADO DE MEDICAMENTOS,4,NEA - DONACION,1,0,0,SOCIOS EN SALUD SUCURSAL PERU,DCRS/SOCIOS EN SALUD / DONACIONPERTENECE AL PPA N° 249-2020  DE NEA TRANFERENCIA EXTERNA,24-AUG-20,8,AGOSTO,C,008-001807,008-001807-2020,CON CONFORMIDAD,04-SEP-20,DOCUMENTO DE CONFORMIDAD MEMO N° 889-2020-DIRIS-LE,24-AUG-20,DCRS/SOCIOS EN SALUD / DONACIONPERTENECE AL PPA N° 249-2020  DE NEA TRANFERENCIA EXTERNA,B,35,PRODUCTOS QUÍMICOS INCLUYE BIO-QUÍMICOS Y GASES INDUSTR. Y REACTIVOS DE ANÁLISIS CLÍNICOS Y DIAG,11,BIOQUÍMICA : REACTIVOS USO ESPECÍFICO Y USO GENERAL,2,BIOQUÍMICA:  REACTIVOS USO ESPECÍFICO,1209,PRUEBA RÁPIDA COVID-19 IgG/IgM,421,DETERMINACION,328,SIN MARCA,5000.0,45.0,225000.0
2020,LIMA,E,GOBIERNO NACIONAL,11,SALUD,11,M. DE SALUD,1686,146,DIRECCION DE REDES INTEGRADAS DE SALUD LIMA ESTE,2,0,ALMACEN PATRIMONIAL,4,NEA - DONACION,2,0,0,ORGANIZACION PANAMERICANA DE LA SALUD,MEMORANDUM N°1082-2020-DMGS-DIRISLE/MINSA - ACTA DE DONACION - OPS/OMS,29-SEP-20,9,SEPTIEMBRE,C,2,HSS/01/mh042-20,CON CONFORMIDAD,29-SEP-20,ACTA DE CONFORMIDAD N°02-2020-OPS/OMS,29-SEP-20,MEMORANDUM N°1082-2020-DMGS-DIRISLE/MINSA - ACTA DE DONACION - OPS/OMS,B,53,HOSPITALIZACIÓN,22,EQUIPO DE HOSPITALIZACIÓN ,8839,OXÍMETRO DE PULSOS,1,OXIMETRO DE PULSOS,112,UNIDAD,1681,CONTEC**,96.0,175.0,16800.0
2020,LIMA,E,GOBIERNO NACIONAL,11,SALUD,11,M. DE SALUD,1686,146,DIRECCION DE REDES INTEGRADAS DE SALUD LIMA ESTE,1,1,ALMACEN PRINCIPAL,4,NEA - DONACION,2,0,0,LABORATORIOS DENTAID PERU SAC,GUIA DE REMISION N°0002-118781FACTURA ELECTRONICA N°FA01-00012198,30-OCT-20,10,OCTUBRE,C,002-118781,S/N,CON CONFORMIDAD,05-NOV-20,ACTA DE CONFORMIDAD S/N - 2020,30-OCT-20,CARTA DE ACEPTACION - DONACION LABORATORIO DENTAID PERU SACINSUMOS ODONTOLOGICOS,B,13,"ASEO, LIMPIEZA Y TOCADOR  :   REPUESTOS, ACCESORIOS, ÚTILES Y MATERIALES",92,TOCADOR Y COSMETOLOGÍA: MATERIALES,20,OTROS MATERIALES DE COSMETOLOGÍA,79,ENJUAGUE BUCAL X 200 mL,112,UNIDAD,1127,S/M,1500.0,1.13,1695.0
2020,LIMA,E,GOBIERNO NACIONAL,11,SALUD,11,M. DE SALUD,1686,146,DIRECCION DE REDES INTEGRADAS DE SALUD LIMA ESTE,1,1,ALMACEN PRINCIPAL,4,NEA - DONACION,2,0,0,LABORATORIOS DENTAID PERU SAC,GUIA DE REMISION N°0002-118781FACTURA ELECTRONICA N°FA01-00012198,30-OCT-20,10,OCTUBRE,C,002-118781,S/N,CON CONFORMIDAD,05-NOV-20,ACTA DE CONFORMIDAD S/N - 2020,30-OCT-20,CARTA DE ACEPTACION - DONACION LABORATORIO DENTAID PERU SACINSUMOS ODONTOLOGICOS,B,13,"ASEO, LIMPIEZA Y TOCADOR  :   REPUESTOS, ACCESORIOS, ÚTILES Y MATERIALES",92,TOCADOR Y COSMETOLOGÍA: MATERIALES,2,CREMAS DENTALES,39,PASTA DENTÍFRICA X 15 mL APROX.,112,UNIDAD,1468, SIN  MARCA,1500.0,0.95,1425.0
2020,LIMA,E,GOBIERNO NACIONAL,11,SALUD,11,M. DE SALUD,1686,146,DIRECCION DE REDES INTEGRADAS DE SALUD LIMA ESTE,1,1,ALMACEN PRINCIPAL,4,NEA - DONACION,2,0,0,LABORATORIOS DENTAID PERU SAC,GUIA DE REMISION N°0002-118781FACTURA ELECTRONICA N°FA01-00012198,30-OCT-20,10,OCTUBRE,C,002-118781,S/N,CON CONFORMIDAD,05-NOV-20,ACTA DE CONFORMIDAD S/N - 2020,30-OCT-20,CARTA DE ACEPTACION - DONACION LABORATORIO DENTAID PERU SACINSUMOS ODONTOLOGICOS,B,13,"ASEO, LIMPIEZA Y TOCADOR  :   REPUESTOS, ACCESORIOS, ÚTILES Y MATERIALES",92,TOCADOR Y COSMETOLOGÍA: MATERIALES,2,CREMAS DENTALES,39,PASTA DENTÍFRICA X 15 mL APROX.,112,UNIDAD,1488, SIN  MARCA*,250.0,0.97,242.5
2020,LIMA,E,GOBIERNO NACIONAL,11,SALUD,11,M. DE SALUD,1686,146,DIRECCION DE REDES INTEGRADAS DE SALUD LIMA ESTE,2,0,ALMACEN PATRIMONIAL,4,NEA - DONACION,3,0,0,SOCIOS EN SALUD SUCURSAL PERU,FACTURA ELECTRONICA N°E001-132GUIA DE REMISION N°EG01-88,08-DEC-20,12,DICIEMBRE,C,3,EG01-88,CON CONFORMIDAD,08-DEC-20,ACTA DE CONFORMIDAD S/N - 2020,06-NOV-20,G.R. N°EG01-88FCT ELECT. N°E001-132SOCIOS EN SALUD,B,53,HOSPITALIZACIÓN,22,EQUIPO DE HOSPITALIZACIÓN ,1573,CÁMARA DE FLUJO LAMINAR,4,CABINA PCR,112,UNIDAD,1718,BIOSAN,1.0,11737.2881,11737.29
2020,LIMA,E,GOBIERNO NACIONAL,11,SALUD,11,M. DE SALUD,1686,146,DIRECCION DE REDES INTEGRADAS DE SALUD LIMA ESTE,2,0,ALMACEN PATRIMONIAL,4,NEA - DONACION,4,0,0,INST.NAC. DE DEFENSA DE LA COMPETENCIA Y PROTEC.DE LA  PROP. INTELECTUAL - INDECOPI,OFICIO N°016-2020-GAF/INDECOPIRESOL. N°77-2020-GAF/INDECOPI,07-DEC-20,12,DICIEMBRE,C,4,RS. N°77-2020,CON CONFORMIDAD,08-DEC-20,ACTA DE ENTREGA - RECEPCION S/N-2020/INDECOPI,07-DEC-20,RS N°77-2020-GAF/INDECOPIINSTITUTO NACIONAL DE DEFENSA DE LA COMPETENCIA Y DE LA PROTECCION DE LA PROPIEDAD INTELECTUAL,B,74,OFICINA,64,MOBILIARIO DE OFICINA ,355,ARCHIVADOR DE MELAMINA,18,ARCHIVADOR DE MELAMINA,112,UNIDAD,1596,S/MARCA*,1.0,359.51,359.51
2020,LIMA,E,GOBIERNO NACIONAL,11,SALUD,11,M. DE SALUD,1686,146,DIRECCION DE REDES INTEGRADAS DE SALUD LIMA ESTE,2,0,ALMACEN PATRIMONIAL,4,NEA - DONACION,4,0,0,INST.NAC. DE DEFENSA DE LA COMPETENCIA Y PROTEC.DE LA  PROP. INTELECTUAL - INDECOPI,OFICIO N°016-2020-GAF/INDECOPIRESOL. N°77-2020-GAF/INDECOPI,07-DEC-20,12,DICIEMBRE,C,4,RS. N°77-2020,CON CONFORMIDAD,08-DEC-20,ACTA DE ENTREGA - RECEPCION S/N-2020/INDECOPI,07-DEC-20,RS N°77-2020-GAF/INDECOPIINSTITUTO NACIONAL DE DEFENSA DE LA COMPETENCIA Y DE LA PROTECCION DE LA PROPIEDAD INTELECTUAL,B,74,OFICINA,64,MOBILIARIO DE OFICINA ,3881,ESCRITORIO DE METAL Y MELAMINA,1,ESCRITORIO DE METAL Y MELAMINA,112,UNIDAD,1468, SIN  MARCA,5.0,1.0,5.0
2020,LIMA,E,GOBIERNO NACIONAL,11,SALUD,11,M. DE SALUD,1686,146,DIRECCION DE REDES INTEGRADAS DE SALUD LIMA ESTE,2,0,ALMACEN PATRIMONIAL,4,NEA - DONACION,4,0,0,INST.NAC. DE DEFENSA DE LA COMPETENCIA Y PROTEC.DE LA  PROP. INTELECTUAL - INDECOPI,OFICIO N°016-2020-GAF/INDECOPIRESOL. N°77-2020-GAF/INDECOPI,07-DEC-20,12,DICIEMBRE,C,4,RS. N°77-2020,CON CONFORMIDAD,08-DEC-20,ACTA DE ENTREGA - RECEPCION S/N-2020/INDECOPI,07-DEC-20,RS N°77-2020-GAF/INDECOPIINSTITUTO NACIONAL DE DEFENSA DE LA COMPETENCIA Y DE LA PROTECCION DE LA PROPIEDAD INTELECTUAL,B,74,OFICINA,64,MOBILIARIO DE OFICINA ,6017,MÓDULO DE MADERA,1,MODULO DE MADERA,112,UNIDAD,1161,S/M.,1.0,82.5,82.5
